0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
9,94,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,121,61,126,576,0,0,0,0,0,0,0,0,0,0,0
7,15,54,262,162,60,505,0,0,0,0,0,0,0,0,0,0
8,39,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,19,411,450,0,0,0,0,0,0,0,0,0,0,0,0,0
5,62,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,33,229,33,2,139,110,821,0,0,0,0,0,0,0,0
10,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,62,17,489,0,0,0,0,0,0,0,0,0,0,0,0,0
5,22,75,523,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,64,372,574,0,0,0,0,0,0,0,0,0,0,0
7,51,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,34,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,15,61,67,200,0,0,0,0,0,0,0,0,0,0
8,59,82,496,0,0,0,0,0,0,0,0,0,0,0,0,0
5,27,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,144,963,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,60,78,588,0,0,0,0,0,0,0,0,0,0,0,0
6,126,91,617,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,154,376,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,38,168,0,0,0,0,0,0,0,0,0,0,0,0
6,16,27,32,1086,0,0,0,0,0,0,0,0,0,0,0,0
6,6,1,12,118,900,0,0,0,0,0,0,0,0,0,0,0
7,65,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,44,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,15,65,11,36,932,0,0,0,0,0,0,0,0,0
9,51,82,66,0,0,0,0,0,0,0,0,0,0,0,0,0
5,40,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,107,694,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,15,22,110,123,785,0,0,0,0,0,0,0,0,0,0
8,88,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,17,1,36,33,139,138,0,0,0,0,0,0,0,0,0
9,20,218,748,0,0,0,0,0,0,0,0,0,0,0,0,0
5,26,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,18,195,576,182,0,0,0,0,0,0,0,0,0,0,0,0
6,73,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,31,445,0,0,0,0,0,0,0,0,0,0,0,0
6,14,276,225,335,0,0,0,0,0,0,0,0,0,0,0,0
6,6,1,12,94,217,0,0,0,0,0,0,0,0,0,0,0
7,94,4,20,44,93,0,0,0,0,0,0,0,0,0,0,0
7,7,1,14,22,71,898,0,0,0,0,0,0,0,0,0,0
8,70,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,69,475,0,0,0,0,0,0,0,0,0,0,0,0,0
5,61,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,71,18,63,644,0,0,0,0,0,0,0,0,0,0,0
7,27,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,121,256,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20,42,490,411,244,633,0,0,0,0,0,0,0,0,0,0
8,37,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,37,5,15,121,20,17,6,70,49,504,0,0,0,0,0
13,574,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,11,35,646,0,0,0,0,0,0,0,0,0,0,0,0
6,15,20,19,279,0,0,0,0,0,0,0,0,0,0,0,0
6,6,1,78,214,0,0,0,0,0,0,0,0,0,0,0,0
6,5,33,139,139,1,9,68,419,0,0,0,0,0,0,0,0
10,123,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,32,210,1060,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18,80,644,80,2,299,378,0,0,0,0,0,0,0,0,0
9,22,109,1045,0,0,0,0,0,0,0,0,0,0,0,0,0
5,14,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23,606,222,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,44,137,0,0,0,0,0,0,0,0,0,0,0,0
6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,12,157,175,531,0,0,0,0,0,0,0,0,0,0
8,106,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,34,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,16,275,0,0,0,0,0,0,0,0,0,0,0,0
6,28,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,43,432,0,0,0,0,0,0,0,0,0,0,0,0,0
5,42,136,524,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,20,108,0,0,0,0,0,0,0,0,0,0,0,0
6,20,4,18,84,518,0,0,0,0,0,0,0,0,0,0,0
7,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,51,279,121,144,338,0,0,0,0,0,0,0,0,0,0,0
7,10,109,90,0,0,0,0,0,0,0,0,0,0,0,0,0
5,27,179,674,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,33,129,649,0,0,0,0,0,0,0,0,0,0,0
7,17,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,36,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,15,102,663,0,0,0,0,0,0,0,0,0,0,0
7,15,5,23,115,119,925,0,0,0,0,0,0,0,0,0,0
8,91,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,18,59,397,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,17,33,39,463,0,0,0,0,0,0,0,0,0,0,0
7,24,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,39,14,152,1411,0,0,0,0,0,0,0,0,0,0
8,32,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,211,693,0,0,0,0,0,0,0,0,0,0,0,0,0
5,32,9,115,48,753,0,0,0,0,0,0,0,0,0,0,0
7,32,7,2,185,1327,0,0,0,0,0,0,0,0,0,0,0
7,5,15,47,693,20,116,0,0,0,0,0,0,0,0,0,0
8,31,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,31,4,2,19,238,0,0,0,0,0,0,0,0,0,0,0
7,19,4,7,3,125,568,0,0,0,0,0,0,0,0,0,0
8,19,8,2,15,29,638,0,0,0,0,0,0,0,0,0,0
8,6,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,18,90,133,1002,0,0,0,0,0,0,0,0,0,0,0,0
6,9,58,1008,0,0,0,0,0,0,0,0,0,0,0,0,0
5,49,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,15,24,94,360,0,0,0,0,0,0,0,0,0,0,0,0
6,15,6,2,33,107,435,0,0,0,0,0,0,0,0,0,0
8,33,5,20,66,450,572,0,0,0,0,0,0,0,0,0,0
8,8,1,107,14,107,2,19,55,252,0,0,0,0,0,0,0
11,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,67,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,40,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,22,285,0,0,0,0,0,0,0,0,0,0,0,0
6,42,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,63,382,0,0,0,0,0,0,0,0,0,0,0,0,0
5,43,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,9,1,20,50,684,0,0,0,0,0,0,0,0,0,0
8,48,136,248,0,0,0,0,0,0,0,0,0,0,0,0,0
5,17,175,281,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,17,7,117,0,0,0,0,0,0,0,0,0,0,0
7,3,53,303,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,61,428,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,17,17,1,3,15,98,1582,0,0,0,0,0,0,0
11,15,5,12,317,307,1449,0,0,0,0,0,0,0,0,0,0
8,46,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,58,129,258,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,17,26,523,656,0,0,0,0,0,0,0,0,0,0,0
7,45,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,226,851,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,5,2,117,60,632,0,0,0,0,0,0,0,0,0,0
8,33,136,79,755,0,0,0,0,0,0,0,0,0,0,0,0
6,106,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23,275,350,0,0,0,0,0,0,0,0,0,0,0,0,0
5,21,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,105,137,388,1086,635,0,0,0,0,0,0,0,0,0,0
8,27,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,70,476,0,0,0,0,0,0,0,0,0,0,0,0,0
5,21,21,1,86,0,0,0,0,0,0,0,0,0,0,0,0
6,36,320,1141,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,89,844,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,15,78,476,23,47,260,805,0,0,0,0,0,0,0
11,15,9,45,82,650,1191,0,0,0,0,0,0,0,0,0,0
8,44,439,1084,0,0,0,0,0,0,0,0,0,0,0,0,0
5,23,19,199,1517,0,0,0,0,0,0,0,0,0,0,0,0
6,40,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,55,207,1320,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,28,428,148,262,811,0,0,0,0,0,0,0,0,0,0
8,28,7,118,707,0,0,0,0,0,0,0,0,0,0,0,0
6,23,29,279,412,0,0,0,0,0,0,0,0,0,0,0,0
6,6,1,59,367,1477,0,0,0,0,0,0,0,0,0,0,0
7,17,141,591,0,0,0,0,0,0,0,0,0,0,0,0,0
5,32,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,41,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,20,217,645,1076,0,0,0,0,0,0,0,0,0,0
8,40,57,1234,0,0,0,0,0,0,0,0,0,0,0,0,0
5,21,107,269,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,18,316,1178,0,0,0,0,0,0,0,0,0,0,0
7,38,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,28,61,217,28,3,211,387,0,0,0,0,0,0,0,0,0
9,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,17,55,88,738,0,0,0,0,0,0,0,0,0,0,0
7,6,68,591,61,21,39,417,0,0,0,0,0,0,0,0,0
9,19,111,1760,0,0,0,0,0,0,0,0,0,0,0,0,0
5,43,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,37,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,52,1255,0,0,0,0,0,0,0,0,0,0,0,0
6,27,180,1534,0,0,0,0,0,0,0,0,0,0,0,0,0
5,19,24,362,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,16,227,319,1635,0,0,0,0,0,0,0,0,0,0
8,86,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,27,22,334,107,87,1039,0,0,0,0,0,0,0,0,0,0
8,12,206,1800,0,0,0,0,0,0,0,0,0,0,0,0,0
5,24,29,137,223,1792,0,0,0,0,0,0,0,0,0,0,0
7,70,217,88,76,1833,0,0,0,0,0,0,0,0,0,0,0
7,7,1,39,74,0,0,0,0,0,0,0,0,0,0,0,0
6,55,88,12,27,36,224,1058,0,0,0,0,0,0,0,0,0
9,83,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,46,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,23,176,508,1428,0,0,0,0,0,0,0,0,0,0
8,50,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,229,987,0,0,0,0,0,0,0,0,0,0,0,0,0
5,54,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,30,1158,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,5,2,313,1416,0,0,0,0,0,0,0,0,0,0,0
7,55,50,26,336,0,0,0,0,0,0,0,0,0,0,0,0
6,56,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,22,92,2021,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20,194,1885,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,53,395,0,0,0,0,0,0,0,0,0,0,0,0
6,20,11,48,419,751,0,0,0,0,0,0,0,0,0,0,0
